French WS-353,SG,13.9
French WS-353,LBL,13.2
French WS-353,LSA,9.2
Spanish MC-30,SG,7.4
Spanish MC-30,LBL,13.2
Spanish MC-30,LSA,12.7
German RG-65,SG,19.1
German RG-65,LBL,15.4
German RG-65,LSA,17.7
